region,gender,age,education,race,uscitizen,maritalstatus,religion,religionattend,partyid,income,politics,hhsize,employstatus,extraversion,pextraversion,agreeableness,pagreeableness,conscientiousness,pconscientiousness,openness,popenness,neuroticism,pneuroticism,needforcognition,pneedforcognition,agency,pagency,communion,pcommunion,minimalism,pminimalism,bes,pbes,green,pgreen,crt2,pcrt2,fluid,pfluid,crystallized,pcrystallized,syllogism,psyllogism,actual,pactual,overconfidence,poverconfidence,overplacement,poverplacement,ultimatum_sender,pultimatum_sender,ultimatum_accepted,pultimatum_accepted,mentalaccounting,pmentalaccounting,socialdesirability,psocialdesirability,conscientiousness_w2,pconscientiousness_w2,anxiety,panxiety,hi,phi,hc,phc,vi,pvi,vc,pvc,finliteracy,pfinliteracy,numeracy,pnumeracy,deductive,pdeductive,forwardflow,pforwardflow,discount,pdiscount,presentbias,ppresentbias,riskaversion,priskaversion,lossaversion,plossaversion,trustgame_sender,ptrustgame_sender,trustgame_receiver,ptrustgame_receiver,rfs,prfs,sttw,psttw,depression,pdepression,cnfu,pcnfu,selfmonitor,pselfmonitor,scc,pscc,needforclosure,pneedforclosure,maximization,pmaximization,wason,pwason,dictator_sender,pdictator_sender
South,Male,65+,Postgraduate,White,Yes,Married,Protestant,Seldom,Independent,"Less than $30,000",Moderate,2,Self-employed,3.5,75,4.556,84,4,53,3.6,41,2.25,37,4.222,84,4.333,37,8.667,96,3.833,68,3.55,29,4,68,2,59,2,71,4,27,9,82,17,56,4,14,0,41,80,94,66.667,33,75,70,9,81,5,26,6,47,5,100,5,100,2.75,55,5,100,5,57,4,33,4,100,0.821,48,195.76,65,0.202,92,0.161,63,None,None,40,61,73,98,4.4,24,9,29,4,32,2.167,41,2.692,46,4.5,79,3.333,37,2.833,34,3,96,40,81
South,Female,30-49,College graduate/some postgrad,White,Yes,Divorced,Atheist,Never,Independent,"$50,000-$75,000",Liberal,1,Full-time employment,3.5,75,4.333,73,4.333,67,4.5,87,2.875,60,4.5,92,4.833,52,5.75,14,2.75,21,4.45,84,3.667,52,3,88,1,55,5,37,6,49,15,42,10,38,3,55,60,93,66.667,33,50,32,5,48,8,100,7,52,4.5,67,4.25,72,2.5,45,1.75,3,6,91,3,20,4,100,0.801,31,0,40,0,52,-0.056,21,None,None,60,77,39,40,5.3,76,10,39,7,45,2.167,41,3,70,3.583,47,2.867,16,3.5,73,2,65,40,81
West,Female,50-64,"Some college, no degree",Other,Yes,Divorced,Roman Catholic,Seldom,Democrat,"$100,000 or more",Liberal,2,Full-time employment,3.5,75,3.667,38,3.889,47,3.9,59,2.875,60,4.167,83,4.833,52,6.833,45,2.75,21,4.6,90,3,31,1,38,1,55,9,100,5,32,16,49,19,87,5,72,60,93,66.667,33,100,100,1,18,7,53,19,84,5,100,4.5,83,2.25,35,4.5,84,6,91,6,61,4,100,0.801,31,1501199875790532.75,96,-0.117,4,0.244,74,None,None,60,77,55,89,4.6,35,14,67,23,87,1.333,13,2.692,46,3.417,42,3.6,54,3.167,55,1,7,60,97
South,Female,30-49,"Some college, no degree",White,Yes,Divorced,Protestant,Seldom,Democrat,"$50,000-$75,000",Liberal,1,Full-time employment,3.875,87,4.667,87,4.556,77,4.5,87,2,29,4.111,81,5.417,67,7.917,82,4,77,4.2,70,4.167,74,4,100,0,26,7,64,6,49,17,56,8,27,-3,26,40,65,66.667,33,75,70,7,66,8,100,19,84,4,40,4.5,83,3.25,73,4.25,74,4,31,7,80,4,100,0.841,69,8.944,55,0.085,77,0.028,39,1.217,81,40,61,47,70,5,60,13,62,15,72,2.333,47,2.692,46,2.167,10,3.2,30,3.333,64,2,65,40,81
Midwest,Female,50-64,College graduate/some postgrad,White,Yes,Married,Protestant,More than once a week,Democrat,"$100,000 or more",Very liberal,4,Full-time employment,4,90,3.889,49,3.778,41,3.5,36,3.125,68,3.222,41,8.417,99,8.833,98,4.75,97,4.15,67,4.5,86,4,100,0,26,3,17,6,49,13,29,19,87,2,49,60,93,50,10,50,32,10,88,8,100,10,64,3.75,25,4.5,83,3.5,81,5,100,4,31,6,61,4,100,0.79,24,0.598,42,0.435,99,0,36,2.275,95,40,61,37,37,6.2,98,19,90,13,67,4.25,98,3.154,82,3.417,42,3.267,34,3.667,81,2,65,40,81
West,Male,30-49,College graduate/some postgrad,White,Yes,Married,Protestant,Once a week,Republican,"$75,000-$100,000",Conservative,4,Full-time employment,2.375,33,2.889,9,4,53,3.1,18,2.75,56,2.389,13,5.167,61,5.333,8,1.667,2,1.95,0,1.167,3,3,88,3,88,5,37,9,82,20,74,8,27,4,60,20,10,83.333,70,75,70,2,23,8,100,12,70,4.25,52,2,2,3.5,81,2.5,11,6,91,7,80,4,100,0.868,89,0,40,0,52,0.228,71,None,None,40,61,45,66,5.4,81,11,48,20,83,1.417,16,2.615,39,1.5,1,3.733,63,3,45,3,96,20,18
Northeast,Male,30-49,Postgraduate,White,Yes,Never been married,Agnostic,Never,Democrat,"$100,000 or more",Liberal,2,Full-time employment,2.25,30,3.444,27,4.222,62,3.4,31,3.875,86,2.056,8,4.583,44,6.25,26,4.583,94,3.85,48,3.833,59,3,88,2,71,8,82,9,82,22,85,10,38,8,83,40,65,83.333,70,75,70,5,48,8,100,2,25,4.25,52,3.25,22,2.5,45,3.75,50,7,100,8,100,4,100,0.861,85,405.385,70,-0.01,17,0.028,39,None,None,40,61,36,35,4.9,53,9,29,0,9,2.667,61,2.846,58,4.083,63,3.6,54,3.5,73,2,65,40,81
South,Female,50-64,"Some college, no degree",White,Yes,Married,Other,Never,Republican,"$30,000-$50,000",Very conservative,2,Full-time employment,1.25,5,3,11,4,53,1,0,1.25,9,1.056,1,3.25,8,6.083,22,3.25,41,3,9,1,2,3,88,2,71,6,49,8,71,19,69,1,8,-10,8,40,65,66.667,33,100,100,5,48,7,53,19,84,5,100,4,60,2,25,4.25,74,5,57,3,20,3,15,0.779,19,0,40,0.008,54,0.278,77,None,None,20,25,40,42,3.7,3,12,57,8,49,1,4,2.615,39,4.333,72,4.8,99,1,0,2,65,0,11
West,Male,50-64,"Some college, no degree",White,Yes,Never been married,Agnostic,Never,Democrat,"$50,000-$75,000",Liberal,1,Full-time employment,4.875,100,4.778,92,5,100,4.5,87,1.25,9,4.278,86,5,57,7.583,71,4.167,82,3.45,23,4.333,81,4,100,0,26,3,17,9,82,16,49,14,62,5,72,40,65,83.333,70,100,100,5,48,8,100,3,32,4.75,82,5,100,3.75,88,4.75,93,5,57,8,100,4,100,0.815,43,695.178,73,0.014,56,-0.111,15,1.35,85,60,77,48,73,6.1,97,13,62,1,15,2.25,43,2.692,46,5,100,3.867,71,3.167,55,2,65,20,18
Northeast,Female,50-64,Associate's degree,White,Yes,Married,Nothing in particular,A few times a year,Independent,"$100,000 or more",Moderate,2,Retired,3.5,75,4.667,87,4.556,77,4.2,74,1.875,25,4.222,84,3.667,17,6.75,41,4,77,4.55,88,5,100,2,59,4,100,7,64,4,11,17,56,13,56,-5,21,40,65,100,100,100,100,10,88,8,100,0,12,4.25,52,5,100,2.5,45,4.5,84,6,91,4,33,4,100,0.836,64,0,40,0,52,0.039,41,1.144,77,40,61,45,66,5.8,93,9,29,3,27,3.25,81,3.385,93,4.25,69,2.667,11,2.667,26,2,65,40,81
Midwest,Female,65+,Associate's degree,White,Yes,Widowed,Agnostic,Never,Democrat,"$100,000 or more",Liberal,1,Self-employed,4.375,95,4.889,95,4,53,5,100,1,4,4.944,100,4.333,37,6.917,48,3.333,45,4.1,64,4.667,90,1,38,3,88,8,82,10,92,22,85,14,62,6,76,0,6,100,100,50,32,10,88,4,19,15,77,5,100,4.75,91,1.75,17,4,64,6,91,6,61,4,100,0.841,70,0,40,0,52,0.511,91,None,None,0,13,0,7,5.7,90,15,71,17,77,3.833,94,2.923,64,4.083,63,2.133,3,2.667,26,2,65,0,11
West,Male,50-64,"Some college, no degree",White,Yes,Married,Mormon,Once a week,Republican,"$30,000-$50,000",Conservative,More than 4,Student,2.25,30,4.889,95,3.333,24,3.9,59,2.875,60,3.889,72,3.333,10,7.917,82,1.833,3,4.1,64,2.167,14,1,38,4,100,8,82,8,71,21,80,19,87,20,99,60,93,83.333,70,25,9,9,81,8,100,10,64,3.75,25,4.25,72,1.25,6,4.75,93,6,91,8,100,4,100,0.841,69,4.429,48,0.022,59,0.106,55,0.505,20,100,100,55,89,4.4,24,11,48,11,61,1.333,13,2.462,27,3.75,53,4,79,3,45,2,65,40,81
South,Male,30-49,Associate's degree,White,Yes,Married,Protestant,Seldom,Republican,"$100,000 or more",Conservative,2,Full-time employment,1.25,5,3.667,38,4.667,82,4.8,97,3.375,74,4.5,92,4.333,37,6.75,41,3.5,52,3.9,51,3.5,46,1,38,0,26,9,100,8,71,18,63,14,62,7,79,40,65,83.333,70,75,70,0,13,7,53,11,67,5,100,3,14,3,65,3.25,29,3,15,4,33,4,100,0.845,73,None,None,None,None,None,None,None,None,40,61,47,70,5.4,81,12,57,16,74,1,4,2.615,39,2.75,24,3.933,75,3.5,73,2,65,40,81
South,Female,65+,College graduate/some postgrad,White,Yes,Widowed,Nothing in particular,Never,Democrat,"Less than $30,000",Liberal,1,Self-employed,4,90,3.889,49,4,53,4,64,2,29,4,77,3.833,21,6.25,26,3.917,72,4,58,4,68,3,88,0,26,9,100,10,92,22,85,-1,5,0,41,60,93,83.333,70,50,32,4,39,8,100,0,12,4,40,3.75,45,2,25,2.5,11,6,91,6,61,4,100,0.747,7,0,40,0,52,0.244,74,None,None,40,61,31,22,4.1,11,9,29,0,9,2.5,54,3.077,76,4,61,2.667,11,2.5,18,3,96,40,81
West,Female,30-49,College graduate/some postgrad,White,Yes,Married,Nothing in particular,Never,Republican,"$50,000-$75,000",Conservative,More than 4,Full-time employment,3.625,79,4.333,73,4.111,58,3.7,46,2,29,3.889,72,6.417,85,7.5,68,4.417,91,4.15,67,3.833,59,2,59,1,55,2,10,9,82,14,35,1,8,-15,3,40,65,50,10,50,32,5,48,8,100,1,19,4.25,52,4.5,83,4.25,97,4.25,74,5,57,3,20,4,100,0.77,15,11.939,55,0.171,90,0.056,44,None,None,40,61,45,66,5.2,71,19,90,0,9,3.417,85,3.077,76,3.917,58,4.4,93,3.667,81,2,65,40,81
South,Female,18-29,Associate's degree,White,Yes,Married,Protestant,More than once a week,Republican,"$100,000 or more",Very conservative,4,Part-time employment,2.375,33,4.333,73,4.556,77,3.3,26,3.25,71,2.667,19,4.25,34,7.833,80,3.25,41,4.5,86,1.167,3,3,88,1,55,2,10,6,49,12,23,18,82,5,72,0,6,100,100,50,32,4,39,8,100,13,73,2.5,2,5,100,2.25,35,4.75,93,5,57,4,33,4,100,0.826,54,4.826,52,0.065,72,0,36,None,None,0,13,22,12,5.7,90,16,75,5,38,2.083,38,2.769,52,3.75,53,3.333,37,3.167,55,2,65,40,81
Midwest,Male,30-49,College graduate/some postgrad,Hispanic,Yes,Living with a partner,Protestant,Seldom,Democrat,"$30,000-$50,000",Liberal,3,Full-time employment,4.875,100,4.778,92,5,100,4.6,92,1.125,7,4.222,84,3.833,21,7.917,82,3.5,52,4.85,98,5,100,3,88,2,71,8,82,11,100,24,94,11,43,0,41,40,65,100,100,25,9,12,97,8,100,0,12,4.25,52,5,100,2.25,35,4.25,74,5,57,7,80,4,100,0.775,16,16407.682,84,0.357,98,0.217,70,None,None,60,77,54,80,5.8,93,9,29,1,15,1.833,28,3.077,76,4.833,91,2.867,16,2.833,34,4,100,40,81
South,Female,30-49,"Some college, no degree",White,Yes,Never been married,Protestant,Never,Democrat,"$30,000-$50,000",Moderate,3,Full-time employment,2.75,47,3.556,32,3,15,3.9,59,4.125,91,2.556,17,5.667,73,6.583,36,4.917,99,4.9,99,3.833,59,3,88,1,55,7,64,6,49,17,56,13,56,-5,21,40,65,66.667,33,100,100,0,13,8,100,9,60,5,100,4.5,83,3,65,3,22,3,15,6,61,4,100,0.838,65,None,None,None,None,None,None,None,None,40,61,45,66,4.9,53,21,97,35,97,2.083,38,2.615,39,2.667,22,4,79,3.167,55,2,65,40,81
West,Male,30-49,College graduate/some postgrad,White,Yes,Married,Protestant,Seldom,Republican,"$75,000-$100,000",Very conservative,3,Self-employed,2.125,26,2.556,4,4.889,92,4.2,74,2.125,32,2.111,9,5.333,65,6.583,36,4.583,94,3.55,29,3,31,2,59,3,88,8,82,6,49,19,69,14,62,16,97,40,65,66.667,33,75,70,7,66,8,100,0,12,4.75,82,3.75,45,4.75,99,3.5,40,6,91,7,80,4,100,0.801,31,4.826,52,0.064,72,0.078,51,0.431,15,40,61,25,14,4.9,53,12,57,5,38,2.417,50,3.308,91,4.417,76,4.733,99,4.167,95,2,65,40,81
West,Male,30-49,"Some college, no degree",Hispanic,Yes,Married,Roman Catholic,A few times a year,Independent,"$100,000 or more",Moderate,More than 4,Full-time employment,2.375,33,3.667,38,3.111,17,2.7,8,1.5,15,3.167,38,4,27,6.333,29,2.333,11,3.9,51,4.167,74,3,88,1,55,7,64,10,92,21,80,12,50,3,55,40,65,83.333,70,75,70,7,66,3,12,2,25,3.75,25,3.75,45,3,65,4,64,6,91,6,61,3,15,0.873,91,0,40,0,52,0.122,58,None,None,40,61,38,39,4.5,29,10,39,6,41,2.167,41,2.692,46,4.75,89,3.267,34,2.5,18,1,7,40,81
Northeast,Female,65+,College graduate/some postgrad,White,Yes,Married,Other,Never,Democrat,"$30,000-$50,000",Very liberal,2,Retired,2.625,42,4.333,73,4.333,67,4.9,99,2.875,60,4.667,96,4.667,47,8.75,97,4.75,97,3.9,51,5,100,0,12,1,55,8,82,6,49,15,42,15,67,5,72,100,100,100,100,75,70,12,97,8,100,1,19,4.25,52,4.25,72,1.5,11,4,64,6,91,5,47,3,15,0.817,45,-0.971,1,0.131,86,-0.333,3,None,None,100,100,55,89,4.8,47,9,29,8,49,2.25,43,2.385,22,4.333,72,3.133,26,3.667,81,2,65,60,97
South,Male,50-64,Postgraduate,White,Yes,Never been married,Protestant,Seldom,Democrat,"$75,000-$100,000",Liberal,1,Full-time employment,1.625,12,4.889,95,4.556,77,3.6,41,2.625,51,4.167,83,4.25,34,7.833,80,3.917,72,4.05,61,3.667,52,1,38,2,71,8,82,8,71,19,69,13,56,7,79,40,65,83.333,70,25,9,11,93,8,100,0,12,4.75,82,3.5,32,2.25,35,4,64,6,91,7,80,4,100,0.753,9,4.826,52,-0.008,19,-0.2,8,None,None,20,25,20,11,4.7,41,10,39,1,15,2.667,61,3.231,87,4.5,79,3.6,54,2.833,34,3,96,40,81
South,Male,18-29,College graduate/some postgrad,Black,Yes,Never been married,Other,Once a week,Democrat,"$30,000-$50,000",Moderate,More than 4,Unemployed,2,22,3.667,38,3,15,4.1,69,1.5,15,2.333,12,4.333,37,6.25,26,3.417,48,3.65,35,2.5,20,3,88,3,88,7,64,5,32,18,63,22,93,0,41,40,65,83.333,70,100,100,10,88,6,36,2,25,4.5,67,3.5,32,2.5,45,3.75,50,5,57,3,20,4,100,0.815,43,7927.597,83,-0.094,5,-0.044,23,None,None,80,81,51,75,4.3,19,21,97,2,21,2,33,3,70,3.917,58,3.6,54,2.667,26,2,65,40,81
South,Male,30-49,"Some college, no degree",White,Yes,Never been married,Protestant,Never,Independent,"$30,000-$50,000",Moderate,3,Unemployed,1.25,5,3.111,14,3.778,41,3.5,36,2.75,56,3.111,35,3.083,6,6.667,39,3.5,52,3.05,10,3,31,3,88,4,100,8,82,9,82,24,94,8,27,8,83,60,93,66.667,33,50,32,8,74,8,100,1,19,3.25,11,3,14,2,25,3.25,29,6,91,8,100,4,100,0.801,31,0,40,0,52,0.244,74,1.126,76,100,100,50,75,4.1,11,11,48,10,57,1.917,31,2,6,3.667,50,3.2,30,2.667,26,3,96,60,97
Northeast,Female,30-49,"Some college, no degree",Black,Yes,Never been married,Protestant,Seldom,Republican,"Less than $30,000",Conservative,More than 4,Self-employed,3.25,67,3.333,22,3.556,32,4.5,87,1.625,18,3.389,47,3.917,24,8.333,91,2.75,21,3.3,17,4,68,3,88,2,71,9,100,5,32,19,69,11,43,4,60,60,93,83.333,70,100,100,5,48,8,100,5,42,5,100,4.25,72,4,93,4.75,93,6,91,8,100,4,100,0.813,41,485.553,72,0.128,85,0.311,80,None,None,40,61,33,29,5,60,16,75,17,77,3.167,78,3.077,76,2.833,26,3.6,54,4.167,95,2,65,60,97
West,Female,50-64,High school graduate,White,Yes,Married,Protestant,Never,Republican,"$50,000-$75,000",Conservative,2,Retired,3.25,67,4.556,84,5,100,2.2,3,2.25,37,1.667,4,5.583,71,7.75,77,3.917,72,4.5,86,1,2,0,12,1,55,7,64,5,32,13,29,5,16,-10,8,40,65,66.667,33,75,70,7,66,8,100,11,67,5,100,5,100,4.75,99,4.75,93,7,100,2,11,4,100,0.787,23,4.826,52,0.097,80,0,36,None,None,20,25,32,24,4.4,24,22,99,11,61,2.167,41,2.846,58,5,100,4.133,85,2,5,1,7,40,81
South,Male,18-29,College graduate/some postgrad,White,Yes,Never been married,Protestant,More than once a week,Republican,"$75,000-$100,000",Liberal,3,Part-time employment,2,22,3.222,18,3.333,24,3.8,53,2.375,42,3.667,61,3.833,21,5,5,2.583,16,2.9,6,4.167,74,1,38,3,88,8,82,10,92,22,85,14,62,15,96,40,65,66.667,33,75,70,0,13,8,100,4,38,3.75,25,3.5,32,2.25,35,2.5,11,7,100,7,80,4,100,0.854,80,0,40,0,52,0,36,0.888,55,100,100,39,40,4.3,19,12,57,11,61,1.583,20,2.846,58,2.333,14,2.867,16,2.833,34,3,96,60,97
South,Male,65+,College graduate/some postgrad,White,Yes,Widowed,Atheist,Never,Republican,"$50,000-$75,000",Conservative,2,Retired,3.875,87,4.667,87,5,100,4.8,97,1.125,7,4.167,83,4.833,52,9,100,4.583,94,4.5,86,2.333,16,3,88,4,100,8,82,10,92,25,97,7,23,4,60,60,93,83.333,70,75,70,11,93,8,100,1,19,3.75,25,4.75,91,2,25,4.5,84,6,91,6,61,4,100,0.881,94,0,40,0,52,-0.289,4,None,None,60,77,45,66,5,60,10,39,5,38,3.083,75,2.923,64,5,100,3.267,34,2.833,34,2,65,40,81
South,Male,18-29,Associate's degree,Black,Yes,Never been married,Agnostic,Never,Independent,"$100,000 or more",Liberal,4,Full-time employment,2,22,2.111,1,3.333,24,4.1,69,4,89,3.944,74,6.833,90,4.917,4,4.917,99,4.3,76,4.167,74,0,12,0,26,3,17,5,32,8,4,12,50,-5,21,0,6,33.333,4,50,32,5,48,8,100,0,12,4.5,67,3.25,22,3.25,73,4.25,74,6,91,3,20,3,15,0.626,1,1501199898159786,97,0.042,66,0.217,70,None,None,0,13,0,7,5,60,16,75,9,54,3.417,85,3.077,76,2.833,26,3.467,46,3.5,73,3,96,0,11
South,Female,65+,Postgraduate,White,Yes,Married,Roman Catholic,More than once a week,Republican,"$75,000-$100,000",Conservative,4,Full-time employment,3.25,67,4.333,73,3.111,17,3.5,36,3.375,74,3.222,41,8.333,98,7.583,71,4.333,88,3.25,15,3.833,59,2,59,0,26,2,10,8,71,12,23,20,89,12,93,100,100,50,10,75,70,0,13,4,19,18,83,2.5,2,2.75,8,2.5,45,2.75,15,2,5,1,4,3,15,0.846,73,None,None,None,None,None,None,None,None,40,61,33,29,5.8,93,16,75,16,74,4.167,97,3.538,97,2.25,11,4.133,85,4.333,98,2,65,40,81
Northeast,Male,50-64,College graduate/some postgrad,Asian,Yes,Living with a partner,Atheist,Never,Democrat,"$100,000 or more",Moderate,2,Full-time employment,3.375,71,4,56,4.889,92,4.1,69,1,4,4.944,100,6.5,86,3.917,1,4.083,80,3.45,23,4.5,86,3,88,4,100,9,100,11,100,27,100,8,27,1,43,40,65,83.333,70,50,32,10,88,8,100,4,38,5,100,4.25,72,2.25,35,3.75,50,6,91,8,100,4,100,0.854,80,0,40,0.017,58,0.05,44,0.949,63,100,100,48,73,4,9,9,29,1,15,3.667,91,3,70,4.75,89,1.8,1,2.667,26,3,96,0,11
South,Female,50-64,Associate's degree,Black,Yes,Married,Protestant,Once a week,Independent,"$30,000-$50,000",Conservative,3,Part-time employment,2.25,30,4.556,84,4.889,92,4.1,69,2.625,51,2.667,19,4.583,44,7.917,82,4.333,88,3.8,44,3.333,40,1,38,0,26,2,10,4,11,7,2,25,97,2,49,40,65,33.333,4,75,70,5,48,6,36,5,42,4.75,82,5,100,2.75,55,4.5,84,1,2,2,11,2,6,0.868,89,367.646,68,0.153,88,0.139,61,None,None,20,25,53,79,4.6,35,14,67,13,67,3.167,78,2.154,10,4.417,76,3.733,63,3,45,2,65,40,81
West,Male,18-29,High school graduate,Hispanic,Yes,Never been married,Roman Catholic,A few times a year,Republican,"$30,000-$50,000",Moderate,3,Student,2.375,33,3.111,14,2.889,12,2.9,12,3.25,71,2.278,11,4.917,54,5.5,11,3.25,41,2.85,5,2.167,14,4,100,0,26,2,10,8,71,14,35,11,43,5,72,60,93,50,10,25,9,3,31,1,4,3,32,3.75,25,2.75,8,3,65,3.25,29,5,57,8,100,3,15,0.84,68,1501199875790515,96,-0.014,17,0.094,53,None,None,40,61,49,74,4.5,29,8,18,16,74,3.75,92,2.385,22,2.917,28,3.8,67,3.5,73,4,100,0,11
South,Female,50-64,College graduate/some postgrad,White,Yes,Living with a partner,Other,Seldom,Independent,"$75,000-$100,000",Moderate,2,Full-time employment,3.875,87,4.111,62,3.667,37,3.4,31,2.5,47,3.778,66,4.333,37,8.083,86,2.667,19,4.3,76,2.833,26,3,88,1,55,5,37,8,71,17,56,13,56,2,49,40,65,100,100,75,70,4,39,7,53,9,60,4.5,67,4.25,72,2.25,35,4,64,6,91,7,80,4,100,0.768,14,0,40,0,52,-0.044,23,0.906,60,40,61,42,46,4.9,53,13,62,5,38,1,4,3,70,3.167,36,4,79,4,92,2,65,0,11
Northeast,Male,65+,Postgraduate,White,Yes,Married,Roman Catholic,Once a week,Democrat,"$50,000-$75,000",Liberal,2,Retired,2.75,47,4.333,73,3.111,17,2.9,12,2.625,51,3.611,58,3.833,21,6.917,48,3.083,33,3.9,51,4.5,86,1,38,1,55,8,82,9,82,19,69,16,73,15,96,40,65,66.667,33,75,70,8,74,4,19,6,47,3.5,17,3.5,32,3,65,4.25,74,6,91,5,47,4,100,0.808,36,4.429,48,-0.006,19,0.072,50,1.164,78,100,100,51,75,4.7,41,15,71,9,54,1.5,18,2.615,39,3.667,50,3.4,42,2.5,18,3,96,60,97
South,Female,50-64,Postgraduate,White,Yes,Widowed,Protestant,Never,Republican,"$30,000-$50,000",Conservative,1,Full-time employment,2.625,42,4.556,84,4.889,92,3.7,46,1.5,15,4.056,79,3.833,21,7.545,69,2.333,11,4.25,73,2.333,16,4,100,0,26,9,100,8,71,21,80,10,38,-4,23,40,65,83.333,70,100,100,8,74,8,100,0,12,4.75,82,3.5,32,3.5,81,4,64,6,91,7,80,4,100,0.761,12,20667.713,85,-0.067,8,-0.044,23,None,None,20,25,41,43,4.6,35,11,48,13,67,1.917,31,2.231,14,4.5,79,4.4,93,1.667,2,4,100,40,81
West,Male,50-64,High school graduate,White,Yes,Married,Buddhist,Never,Independent,"$75,000-$100,000",Liberal,2,Self-employed,3,57,2.667,6,3.333,24,4,64,3.875,86,3.389,47,4.833,52,6,19,3.75,64,3.5,26,4.833,93,2,59,1,55,8,82,6,49,17,56,18,82,5,72,60,93,100,100,75,70,5,48,6,36,8,56,4.75,82,2.5,5,2.25,35,1.75,3,5,57,3,20,4,100,0.743,7,-0.638,1,0.075,75,0.611,100,0.213,3,100,100,45,66,4.8,47,10,39,15,72,4.083,96,2.385,22,2.417,15,3.733,63,3.667,81,1,7,20,18
South,Female,18-29,College graduate/some postgrad,White,Yes,Living with a partner,Protestant,Seldom,Independent,"$100,000 or more",Moderate,2,Home-maker,4,90,3.778,44,3.444,28,3.5,36,2.625,51,2.5,15,4.417,40,6.417,31,3.5,52,3.95,55,4,68,3,88,2,71,8,82,7,61,20,74,0,7,5,72,20,10,100,100,100,100,5,48,7,53,7,52,2.5,2,4,60,2.25,35,4,64,5,57,6,61,3,15,0.883,95,0,40,0,52,0.117,56,None,None,40,61,45,66,4.6,35,17,80,2,21,2,33,3,70,2.25,11,4,79,2.833,34,3,96,40,81
West,Male,30-49,High school graduate,Hispanic,Yes,Never been married,Protestant,A few times a year,Democrat,"$50,000-$75,000",Liberal,3,Full-time employment,1.625,12,4.889,95,4.222,62,4.4,83,2,29,4.278,86,3.833,21,8.083,86,3.75,64,4.25,73,4.333,81,4,100,4,100,3,17,6,49,17,56,18,82,0,41,60,93,100,100,100,100,13,100,7,53,0,12,4,40,4.75,91,2.75,55,3.75,50,5,57,8,100,4,100,0.811,40,32.755,58,0.055,69,-0.056,21,None,None,100,100,73,98,5,60,15,71,3,27,2.583,57,3.154,82,3,31,3.667,59,2.5,18,2,65,60,97
Pacific,Male,30-49,College graduate/some postgrad,Asian,Yes,Living with a partner,Other,A few times a year,Independent,"$100,000 or more",Moderate,3,Full-time employment,3.875,87,4.222,68,3.222,21,2.6,6,1.25,9,3.056,32,4,27,6.25,26,4.083,80,3.8,44,3.5,46,3,88,4,100,8,82,9,82,24,94,11,43,5,72,40,65,66.667,33,100,100,6,58,7,53,8,56,4,40,3.5,32,2.75,55,4,64,7,100,8,100,4,100,0.822,50,0.31,42,0,52,0.128,58,0.532,22,0,13,28,18,4.3,19,10,39,8,49,1.333,13,2.769,52,4.667,86,2.933,18,3.833,87,2,65,20,18
South,Female,50-64,"Some college, no degree",White,Yes,Divorced,Protestant,A few times a year,Republican,"Less than $30,000",Very conservative,1,Retired,4.125,92,4.111,62,3.667,37,3.8,53,3.875,86,3.222,41,6.083,79,6.833,45,3.25,41,4.45,84,3,31,0,12,0,26,3,17,5,32,8,4,19,87,-3,26,40,65,66.667,33,75,70,4,39,6,36,22,89,4.5,67,4,60,3.5,81,4.25,74,2,5,0,1,4,100,0.789,24,0,40,0,52,-0.289,4,None,None,40,61,45,66,5.5,84,23,100,24,88,2.5,54,3.154,82,1.75,3,3.933,75,3.667,81,1,7,40,81
West,Female,50-64,"Some college, no degree",White,Yes,Living with a partner,Nothing in particular,Never,Republican,"Less than $30,000",Conservative,2,Self-employed,1.375,7,4.222,68,4.556,77,2.5,5,2.5,47,2.389,13,5,57,7.333,62,2.583,16,3,9,1,2,0,12,0,26,4,27,6,49,10,12,10,38,-10,8,0,6,100,100,50,32,11,93,8,100,9,60,3.25,11,2.75,8,1.75,17,3.5,40,5,57,3,20,3,15,0.749,8,-0.333,3,0,52,0.444,88,None,None,0,13,0,7,4.5,29,10,39,4,32,2.417,50,3.077,76,4.667,86,2.8,14,4.5,99,2,65,0,11
South,Female,65+,College graduate/some postgrad,White,Yes,Widowed,Roman Catholic,Seldom,Republican,"$50,000-$75,000",Conservative,2,Retired,3.75,83,5,100,4.889,92,4.1,69,1.375,11,3.778,66,5.417,67,7.5,68,2.833,23,4,58,3.5,46,3,88,0,26,8,82,6,49,17,56,13,56,6,76,40,65,100,100,50,32,10,88,7,53,2,25,4.5,67,4.5,83,3.5,81,4.75,93,6,91,3,20,2,6,0.849,75,0,40,0,52,None,None,None,None,40,61,53,79,4.8,47,9,29,4,32,2,33,3.154,82,4.5,79,3.533,50,3.167,55,2,65,40,81
West,Male,18-29,College graduate/some postgrad,Hispanic,Yes,Living with a partner,Roman Catholic,Once or twice a month,Democrat,"$50,000-$75,000",Moderate,4,Self-employed,3.875,87,4.222,68,4.333,67,3.9,59,2.875,60,3.167,38,7,92,9,100,5,100,3.45,23,5,100,2,59,1,55,1,4,5,32,9,8,26,98,10,90,60,93,50,10,50,32,7,66,8,100,27,93,5,100,3.5,32,3.75,88,5,100,5,57,2,11,3,15,0.682,2,23420377.263,92,0.028,61,-0.4,2,None,None,0,13,37,37,6.7,100,17,80,9,54,3.5,87,3.769,99,2.417,15,4.733,99,5,100,2,65,0,11
